18.915421,-99.184871
22.1473922,-100.983092
22.1497088,-100.9760928
23.7526973,-99.1633594
23.7529035,-99.165076
22.135617,-100.969709
23.7543569,-99.171288
22.1499013,-100.9937793
23.7602683,-99.1658646
22.151448,-100.915099
22.152918,-100.915164
22.140129,-100.944872
22.14958,-100.999557
22.181017,-100.973614
22.141421,-101.013955
22.1430781,-100.9354788
22.1378633,-100.9383273
22.1500193,-100.9799203
22.1513782,-100.9746337
23.738212,-99.1519547
22.14161,-100.973142
22.1506429,-100.9870148
18.948657,-99.235361
22.136872,-100.9345736
18.917441,-99.165945
22.159357,-100.973411
18.9257734,-99.2326355
23.726819,-99.1265059
22.151189,-100.98179
22.1443365,-100.9373825
22.140626,-100.915657
18.940828,-99.215426
22.178931,-101.012861
22.174887,-100.970825
22.14955,-100.97797
22.14788,-100.989472
22.145992,-100.955118
22.156376,-100.998355
18.936683,-99.247366
22.1603808,-100.9880447
22.15106,-100.977659
23.7588052,-99.1651297
22.141282,-101.002958
23.7309245,-99.1451848
22.1412384,-100.9239252
22.1534997,-100.976243
22.147622,-101.0102749
22.145108,-100.989547
18.941859,-99.241927
22.156724,-100.975556
22.145008,-100.997969
18.870565,-99.226938
22.16835,-100.972466
22.140517,-101.021422
22.156883,-100.978485
22.148854,-101.008472
22.1362534,-100.9335852
22.149689,-100.999525
18.859803,-99.222164
22.154687,-100.996617
22.155651,-100.977767
22.164842,-100.960493
22.1489337,-101.019845
22.151189,-100.977058
18.933537,-99.222497
22.150981,-100.977412
22.1262926,-100.9007764
18.91061,-99.169539
22.1312917,-100.9371941
22.148665,-101.001273
22.1395776,-101.0278863
18.869347,-99.209944
23.7529821,-99.1684341
23.7529305,-99.1644725
22.150921,-100.993828
22.1544736,-100.9858091
23.7367977,-99.1342413
22.141848,-100.997475
22.145813,-101.018032
22.126375,-100.910926
22.156469,-100.98554
22.1422732,-100.9426537
22.142017,-100.999246
23.7318602,-99.1504365
22.1480965,-101.0173023
22.1795169,-100.9584358
23.7521965,-99.1666317
22.1508494,-100.9397522
18.8699929,-99.2103195
23.7292162,-99.1323571
22.1735955,-100.9946027
18.932725,-99.225211
22.1416471,-100.9927118
22.1449787,-101.0056829
23.7527071,-99.1625655
22.1511348,-100.9823115
23.7324226,-99.1586602
22.147145,-100.974494
18.8820871,-99.1630268
22.145893,-100.97487
18.923429,-99.216413
22.153324,-101.0195459
22.185756,-100.944518
23.7355234,-99.1295877
22.135011,-101.0286
22.147175,-100.974269
23.7523041,-99.1669133
18.916654,-99.22711
22.139573,-100.991564
23.7529428,-99.1646791
22.150305,-100.9891337
23.7521677,-99.165709
18.928798,-99.239513
22.153703,-100.979033
18.9101777,-99.2315438
18.8760113,-99.2198896
22.165587,-101.001273
22.1477379,-100.9906163
23.7523648,-99.1652879
22.152481,-100.973486
22.146658,-100.987219
22.150802,-100.98268
23.7525107,-99.1669536
23.7375834,-99.1351318
18.9222904,-99.234332
22.1412198,-100.9313107
22.149192,-101.002936
18.9217848,-99.2353499
18.875011,-99.159422
22.1353639,-100.9349477
